transaction_id,order_id,merchant_id,customer_id,transaction_date,transaction_timestamp,transaction_status,payment_method,order_amount,customer_paid_amount,merchant_received_amount,tabby_fee_amount,installment_plan,first_installment_amount,subsequent_installment_amount,authorization_to_capture_hours,capture_to_settlement_hours,risk_score,is_fraudulent
TXN_00005012,ORD_00005012,MERCH_0002,CUST_002126,2024-05-08,2024-05-08 10:03:51,captured,bnpl_4installments,302.26,302.26,291.71,10.55,4.0,75.56,75.56,1.93,,0.254,False
TXN_00005013,ORD_00005013,MERCH_0031,CUST_002624,2024-06-04,2024-06-04 16:02:26,settled,card,676.0,676.0,646.8,29.2,,,,0.93,27.45,0.149,False
TXN_00005014,ORD_00005014,MERCH_0012,CUST_001548,2024-03-12,2024-03-12 15:42:05,settled,bnpl_3installments,193.51,193.51,185.13,8.38,3.0,64.5,64.5,0.71,24.83,0.342,False
TXN_00005015,ORD_00005015,MERCH_0020,CUST_004880,2024-01-26,2024-01-26 14:36:05,settled,card,50.0,50.0,48.51,1.49,,,,1.03,16.67,0.556,False
TXN_00005016,ORD_00005016,MERCH_0006,CUST_001293,2024-03-23,2024-03-23 14:05:48,settled,bnpl_4installments,59.16,59.16,56.8,2.36,4.0,14.79,14.79,1.44,20.07,0.356,False
TXN_00005017,ORD_00005017,MERCH_0038,CUST_002216,2024-05-29,2024-05-29 16:57:31,settled,bnpl_4installments,243.28,243.28,237.88,5.4,4.0,60.82,60.82,1.19,28.99,0.386,False
TXN_00005018,ORD_00005018,MERCH_0028,CUST_004585,2024-06-03,2024-06-03 20:10:38,failed,bnpl_4installments,368.74,368.74,352.48,16.26,4.0,92.19,92.19,,,0.251,False
TXN_00005019,ORD_00005019,MERCH_0030,CUST_003213,2024-01-13,2024-01-13 22:32:09,settled,bnpl_3installments,170.65,170.65,162.19,8.46,3.0,56.88,56.88,1.71,43.03,0.292,False
TXN_00005020,ORD_00005020,MERCH_0031,CUST_000410,2024-03-31,2024-03-31 17:42:59,settled,bnpl_3installments,109.16,109.16,104.44,4.72,3.0,36.39,36.39,1.31,16.18,0.721,False
TXN_00005021,ORD_00005021,MERCH_0023,CUST_001879,2024-04-01,2024-04-01 12:02:37,settled,bnpl_4installments,50.0,50.0,47.76,2.24,4.0,12.5,12.5,1.8,30.12,0.239,False
TXN_00005022,ORD_00005022,MERCH_0006,CUST_004760,2024-03-29,2024-03-29 19:07:16,settled,bnpl_3installments,83.05,83.05,79.74,3.31,3.0,27.68,27.68,1.81,24.74,0.385,False
TXN_00005023,ORD_00005023,MERCH_0028,CUST_000361,2024-03-25,2024-03-25 14:07:22,settled,bnpl_4installments,123.03,123.03,117.6,5.43,4.0,30.76,30.76,1.57,43.47,0.054,False
TXN_00005024,ORD_00005024,MERCH_0016,CUST_001451,2024-03-06,2024-03-06 15:57:35,settled,bnpl_4installments,683.4,683.4,650.8,32.6,4.0,170.85,170.85,0.68,10.33,0.092,False
TXN_00005025,ORD_00005025,MERCH_0036,CUST_004573,2024-02-23,2024-02-23 15:18:43,settled,bnpl_3installments,85.03,85.03,81.47,3.56,3.0,28.34,28.34,1.84,5.0,0.199,False
TXN_00005026,ORD_00005026,MERCH_0025,CUST_002901,2024-03-30,2024-03-30 11:21:46,captured,bnpl_3installments,85.47,85.47,83.04,2.43,3.0,28.49,28.49,1.4,,0.123,False
TXN_00005027,ORD_00005027,MERCH_0030,CUST_004760,2024-04-30,2024-04-30 09:49:59,settled,card,634.29,634.29,602.83,31.46,,,,1.99,16.51,0.061,False
TXN_00005028,ORD_00005028,MERCH_0026,CUST_001489,2024-04-11,2024-04-11 20:54:51,settled,bnpl_3installments,50.0,50.0,48.18,1.82,3.0,16.67,16.67,0.96,47.07,0.283,False
TXN_00005029,ORD_00005029,MERCH_0039,CUST_003455,2024-04-28,2024-04-28 12:40:02,settled,bnpl_4installments,154.73,154.73,149.96,4.77,4.0,38.68,38.68,0.61,2.16,0.241,False
TXN_00005030,ORD_00005030,MERCH_0040,CUST_003083,2024-04-23,2024-04-23 19:40:18,settled,bnpl_4installments,50.0,50.0,48.82,1.18,4.0,12.5,12.5,0.62,25.81,0.177,False
TXN_00005031,ORD_00005031,MERCH_0017,CUST_003517,2024-06-20,2024-06-20 14:34:15,settled,bnpl_3installments,163.71,163.71,159.99,3.72,3.0,54.57,54.57,0.22,24.35,0.497,False
TXN_00005032,ORD_00005032,MERCH_0033,CUST_002560,2024-02-05,2024-02-05 08:17:28,settled,bnpl_3installments,75.3,75.3,73.78,1.52,3.0,25.1,25.1,1.14,5.21,0.636,False
TXN_00005033,ORD_00005033,MERCH_0001,CUST_001253,2024-03-15,2024-03-15 10:04:28,refunded,bnpl_4installments,54.53,54.53,53.24,1.29,4.0,13.63,13.63,,,0.346,False
TXN_00005034,ORD_00005034,MERCH_0025,CUST_001167,2024-02-14,2024-02-14 16:21:06,settled,bnpl_3installments,227.6,227.6,221.14,6.46,3.0,75.87,75.87,0.89,7.72,0.246,False
TXN_00005035,ORD_00005035,MERCH_0038,CUST_001992,2024-05-06,2024-05-06 10:59:22,settled,bnpl_3installments,106.64,106.64,104.27,2.37,3.0,35.55,35.55,0.83,37.79,0.312,False
TXN_00005036,ORD_00005036,MERCH_0018,CUST_004446,2024-04-20,2024-04-20 21:40:26,settled,bnpl_3installments,90.24,90.24,87.9,2.34,3.0,30.08,30.08,1.92,15.13,0.365,False
TXN_00005037,ORD_00005037,MERCH_0033,CUST_004702,2024-01-31,2024-01-31 16:08:00,authorized,bnpl_4installments,550.73,550.73,539.61,11.12,4.0,137.68,137.68,,,0.463,False
TXN_00005038,ORD_00005038,MERCH_0018,CUST_004380,2024-02-19,2024-02-19 20:49:14,failed,bnpl_4installments,72.87,72.87,70.98,1.89,4.0,18.22,18.22,,,0.192,False
TXN_00005039,ORD_00005039,MERCH_0033,CUST_001868,2024-05-07,2024-05-07 14:34:44,settled,card,261.52,261.52,256.24,5.28,,,,0.77,8.79,0.192,False
TXN_00005040,ORD_00005040,MERCH_0028,CUST_001127,2024-05-06,2024-05-06 17:02:56,settled,bnpl_4installments,142.61,142.61,136.32,6.29,4.0,35.65,35.65,1.88,24.48,0.281,False
TXN_00005041,ORD_00005041,MERCH_0010,CUST_004319,2024-03-12,2024-03-12 12:25:30,settled,card,110.41,110.41,107.59,2.82,,,,1.87,9.34,0.514,False
TXN_00005042,ORD_00005042,MERCH_0005,CUST_003481,2024-03-12,2024-03-12 15:38:36,captured,bnpl_4installments,50.0,50.0,48.61,1.39,4.0,12.5,12.5,1.41,,0.374,False
TXN_00005043,ORD_00005043,MERCH_0005,CUST_000731,2024-04-04,2024-04-04 08:39:53,failed,bnpl_3installments,61.02,61.02,59.32,1.7,3.0,20.34,20.34,,,0.515,False
TXN_00005044,ORD_00005044,MERCH_0008,CUST_004805,2024-04-11,2024-04-11 12:04:13,settled,card,1070.48,1070.48,1032.37,38.11,,,,1.96,5.16,0.25,False
TXN_00005045,ORD_00005045,MERCH_0016,CUST_002931,2024-03-18,2024-03-18 22:48:46,settled,card,407.95,407.95,388.49,19.46,,,,1.86,23.32,0.359,False
TXN_00005046,ORD_00005046,MERCH_0011,CUST_001676,2024-06-20,2024-06-20 18:48:38,settled,card,349.23,349.23,332.08,17.15,,,,1.11,41.07,0.384,False
TXN_00005047,ORD_00005047,MERCH_0015,CUST_001748,2024-05-04,2024-05-04 19:26:06,settled,bnpl_4installments,68.55,68.55,65.95,2.6,4.0,17.14,17.14,1.55,7.58,0.698,False
TXN_00005048,ORD_00005048,MERCH_0001,CUST_002800,2024-03-08,2024-03-08 15:46:26,settled,bnpl_3installments,117.38,117.38,114.6,2.78,3.0,39.13,39.13,1.01,11.46,0.396,False
TXN_00005049,ORD_00005049,MERCH_0017,CUST_002632,2024-03-22,2024-03-22 10:15:02,captured,bnpl_4installments,68.92,68.92,67.36,1.56,4.0,17.23,17.23,1.66,,0.286,False
TXN_00005050,ORD_00005050,MERCH_0026,CUST_002724,2024-05-12,2024-05-12 16:32:06,settled,bnpl_4installments,88.73,88.73,85.51,3.22,4.0,22.18,22.18,0.52,40.95,0.331,False
TXN_00005051,ORD_00005051,MERCH_0002,CUST_001357,2024-04-21,2024-04-21 20:53:44,settled,bnpl_4installments,50.0,50.0,48.26,1.74,4.0,12.5,12.5,1.81,2.16,0.067,False
TXN_00005052,ORD_00005052,MERCH_0020,CUST_004060,2024-03-13,2024-03-13 13:58:17,settled,bnpl_3installments,90.61,90.61,87.91,2.7,3.0,30.2,30.2,1.82,32.17,0.363,False
TXN_00005053,ORD_00005053,MERCH_0040,CUST_000798,2024-03-07,2024-03-07 10:16:07,authorized,bnpl_4installments,61.91,61.91,60.46,1.45,4.0,15.48,15.48,,,0.394,False
TXN_00005054,ORD_00005054,MERCH_0003,CUST_001584,2024-06-25,2024-06-25 14:20:41,settled,bnpl_3installments,142.51,142.51,139.52,2.99,3.0,47.5,47.5,1.48,12.56,0.371,False
TXN_00005055,ORD_00005055,MERCH_0002,CUST_004647,2024-03-20,2024-03-20 19:18:17,settled,bnpl_3installments,372.3,372.3,359.31,12.99,3.0,124.1,124.1,0.15,46.06,0.683,False
TXN_00005056,ORD_00005056,MERCH_0005,CUST_003851,2024-02-28,2024-02-28 14:25:54,failed,bnpl_4installments,180.81,180.81,175.78,5.03,4.0,45.2,45.2,,,0.843,False
TXN_00005057,ORD_00005057,MERCH_0005,CUST_004226,2024-04-25,2024-04-25 20:47:30,settled,bnpl_4installments,235.06,235.06,228.53,6.53,4.0,58.77,58.77,1.98,44.68,0.049,False
TXN_00005058,ORD_00005058,MERCH_0039,CUST_004410,2024-04-08,2024-04-08 10:44:16,settled,bnpl_4installments,50.0,50.0,48.46,1.54,4.0,12.5,12.5,0.84,5.61,0.351,False
TXN_00005059,ORD_00005059,MERCH_0003,CUST_004479,2024-03-28,2024-03-28 17:48:34,settled,bnpl_4installments,50.0,50.0,48.95,1.05,4.0,12.5,12.5,0.37,27.21,0.214,False
TXN_00005060,ORD_00005060,MERCH_0001,CUST_003283,2024-04-10,2024-04-10 16:58:46,settled,bnpl_4installments,139.94,139.94,136.62,3.32,4.0,34.98,34.98,1.22,13.27,0.261,False
TXN_00005061,ORD_00005061,MERCH_0010,CUST_000794,2024-05-14,2024-05-14 15:53:35,settled,bnpl_3installments,329.52,329.52,321.12,8.4,3.0,109.84,109.84,1.64,13.68,0.41,False
TXN_00005062,ORD_00005062,MERCH_0018,CUST_003390,2024-04-12,2024-04-12 12:05:28,settled,bnpl_4installments,57.68,57.68,56.19,1.49,4.0,14.42,14.42,0.9,8.13,0.293,False
TXN_00005063,ORD_00005063,MERCH_0015,CUST_002675,2024-04-20,2024-04-20 16:54:06,settled,bnpl_4installments,112.37,112.37,108.11,4.26,4.0,28.09,28.09,1.12,18.8,0.559,False
TXN_00005064,ORD_00005064,MERCH_0026,CUST_003085,2024-04-06,2024-04-06 17:11:58,settled,bnpl_4installments,232.84,232.84,224.39,8.45,4.0,58.21,58.21,0.9,17.06,0.24,False
TXN_00005065,ORD_00005065,MERCH_0040,CUST_004411,2024-02-22,2024-02-22 12:34:27,settled,card,86.68,86.68,84.64,2.04,,,,0.49,30.09,0.522,False
TXN_00005066,ORD_00005066,MERCH_0016,CUST_004766,2024-03-19,2024-03-19 17:51:58,settled,bnpl_4installments,50.0,50.0,47.62,2.38,4.0,12.5,12.5,0.29,16.24,0.378,False
TXN_00005067,ORD_00005067,MERCH_0036,CUST_003608,2024-05-15,2024-05-15 14:44:39,settled,card,228.81,228.81,219.22,9.59,,,,0.58,7.82,0.054,False
TXN_00005068,ORD_00005068,MERCH_0025,CUST_004647,2024-06-06,2024-06-06 12:59:32,settled,bnpl_3installments,50.0,50.0,48.58,1.42,3.0,16.67,16.67,1.02,23.85,0.933,False
TXN_00005069,ORD_00005069,MERCH_0006,CUST_002682,2024-02-17,2024-02-17 12:44:57,settled,bnpl_4installments,173.33,173.33,166.41,6.92,4.0,43.33,43.33,0.33,43.75,0.006,False
TXN_00005070,ORD_00005070,MERCH_0021,CUST_000404,2024-03-15,2024-03-15 13:37:16,settled,bnpl_4installments,50.0,50.0,48.42,1.58,4.0,12.5,12.5,1.4,21.68,0.308,False
TXN_00005071,ORD_00005071,MERCH_0009,CUST_004908,2024-04-04,2024-04-04 09:07:39,settled,bnpl_4installments,626.29,626.29,603.49,22.8,4.0,156.57,156.57,0.54,9.1,0.468,False
TXN_00005072,ORD_00005072,MERCH_0031,CUST_002960,2024-03-24,2024-03-24 18:11:03,settled,bnpl_3installments,273.12,273.12,261.32,11.8,3.0,91.04,91.04,1.97,24.12,0.53,False
TXN_00005073,ORD_00005073,MERCH_0025,CUST_000365,2024-03-12,2024-03-12 11:44:59,settled,bnpl_4installments,50.0,50.0,48.58,1.42,4.0,12.5,12.5,1.94,35.29,0.38,False
TXN_00005074,ORD_00005074,MERCH_0031,CUST_000644,2024-02-07,2024-02-07 13:07:04,settled,bnpl_4installments,50.0,50.0,47.84,2.16,4.0,12.5,12.5,0.69,13.58,0.314,False
TXN_00005075,ORD_00005075,MERCH_0004,CUST_001861,2024-05-14,2024-05-14 14:43:46,settled,bnpl_4installments,1115.59,1115.59,1062.82,52.77,4.0,278.9,278.9,1.85,17.97,0.145,False
TXN_00005076,ORD_00005076,MERCH_0036,CUST_003235,2024-04-01,2024-04-01 21:38:34,settled,bnpl_4installments,754.59,754.59,722.97,31.62,4.0,188.65,188.65,0.32,29.76,0.0,False
TXN_00005077,ORD_00005077,MERCH_0016,CUST_003366,2024-05-15,2024-05-15 11:26:20,settled,bnpl_3installments,247.63,247.63,235.82,11.81,3.0,82.54,82.54,0.3,32.11,0.272,False
TXN_00005078,ORD_00005078,MERCH_0007,CUST_004217,2024-02-25,2024-02-25 19:41:08,settled,bnpl_3installments,180.68,180.68,175.37,5.31,3.0,60.23,60.23,0.35,25.22,0.231,False
TXN_00005079,ORD_00005079,MERCH_0024,CUST_004912,2024-03-16,2024-03-16 17:16:20,refunded,card,50.0,50.0,48.46,1.54,,,,,,0.046,False
TXN_00005080,ORD_00005080,MERCH_0001,CUST_000403,2024-03-26,2024-03-26 08:24:31,settled,bnpl_4installments,426.38,426.38,416.27,10.11,4.0,106.59,106.59,0.37,40.58,0.325,False
TXN_00005081,ORD_00005081,MERCH_0037,CUST_002467,2024-02-20,2024-02-20 08:38:41,settled,card,273.64,273.64,261.85,11.79,,,,0.98,9.37,0.264,False
TXN_00005082,ORD_00005082,MERCH_0034,CUST_004755,2024-03-07,2024-03-07 20:08:19,settled,bnpl_3installments,131.01,131.01,125.18,5.83,3.0,43.67,43.67,1.77,10.71,0.37,False
TXN_00005083,ORD_00005083,MERCH_0019,CUST_003083,2024-04-23,2024-04-23 12:11:03,settled,bnpl_4installments,72.28,72.28,70.73,1.55,4.0,18.07,18.07,0.77,34.57,0.19,False
TXN_00005084,ORD_00005084,MERCH_0018,CUST_004561,2024-04-02,2024-04-02 14:43:55,authorized,bnpl_3installments,117.0,117.0,113.97,3.03,3.0,39.0,39.0,,,0.363,False
TXN_00005085,ORD_00005085,MERCH_0032,CUST_003363,2024-05-23,2024-05-23 17:27:27,settled,bnpl_4installments,106.7,106.7,103.93,2.77,4.0,26.68,26.68,0.41,36.36,0.335,False
TXN_00005086,ORD_00005086,MERCH_0028,CUST_002148,2024-03-11,2024-03-11 08:20:50,settled,card,456.73,456.73,436.59,20.14,,,,0.34,28.74,0.452,False
TXN_00005087,ORD_00005087,MERCH_0020,CUST_002579,2024-03-28,2024-03-28 10:00:52,settled,bnpl_4installments,50.0,50.0,48.51,1.49,4.0,12.5,12.5,1.99,16.45,0.247,False
TXN_00005088,ORD_00005088,MERCH_0032,CUST_003630,2024-02-23,2024-02-23 14:55:23,settled,card,460.63,460.63,448.65,11.98,,,,1.07,9.91,0.446,False
TXN_00005089,ORD_00005089,MERCH_0002,CUST_004680,2024-04-30,2024-04-30 13:34:57,settled,bnpl_4installments,100.21,100.21,96.71,3.5,4.0,25.05,25.05,1.05,32.48,0.288,True
TXN_00005090,ORD_00005090,MERCH_0021,CUST_001809,2024-04-13,2024-04-13 15:50:19,settled,bnpl_4installments,63.73,63.73,61.71,2.02,4.0,15.93,15.93,0.63,5.67,0.459,False
TXN_00005091,ORD_00005091,MERCH_0039,CUST_000237,2024-03-06,2024-03-06 11:50:32,settled,bnpl_4installments,75.31,75.31,72.99,2.32,4.0,18.83,18.83,0.35,39.49,0.252,False
TXN_00005092,ORD_00005092,MERCH_0024,CUST_002115,2024-03-09,2024-03-09 14:08:15,settled,bnpl_4installments,1382.16,1382.16,1339.73,42.43,4.0,345.54,345.54,1.77,8.88,0.044,False
TXN_00005093,ORD_00005093,MERCH_0025,CUST_001072,2024-02-27,2024-02-27 20:25:56,settled,bnpl_4installments,62.98,62.98,61.19,1.79,4.0,15.74,15.74,1.08,6.46,0.383,False
TXN_00005094,ORD_00005094,MERCH_0027,CUST_002757,2024-03-04,2024-03-04 21:40:11,settled,bnpl_4installments,50.0,50.0,48.79,1.21,4.0,12.5,12.5,0.38,23.27,0.443,False
TXN_00005095,ORD_00005095,MERCH_0007,CUST_003249,2024-04-12,2024-04-12 19:18:03,settled,card,434.44,434.44,421.67,12.77,,,,0.25,15.05,0.054,False
TXN_00005096,ORD_00005096,MERCH_0039,CUST_002843,2024-03-30,2024-03-30 18:21:38,settled,bnpl_4installments,86.08,86.08,83.43,2.65,4.0,21.52,21.52,0.13,28.52,0.562,False
TXN_00005097,ORD_00005097,MERCH_0001,CUST_003486,2024-03-13,2024-03-13 11:59:03,authorized,card,50.0,50.0,48.82,1.18,,,,,,0.708,False
TXN_00005098,ORD_00005098,MERCH_0008,CUST_001433,2024-03-23,2024-03-23 10:54:11,settled,bnpl_4installments,62.23,62.23,60.01,2.22,4.0,15.56,15.56,1.66,38.67,0.475,False
TXN_00005099,ORD_00005099,MERCH_0029,CUST_003508,2024-06-14,2024-06-14 10:18:11,refunded,bnpl_4installments,62.12,62.12,60.74,1.38,4.0,15.53,15.53,,,0.191,False
TXN_00005100,ORD_00005100,MERCH_0031,CUST_002545,2024-02-29,2024-02-29 22:30:44,settled,bnpl_4installments,50.0,50.0,47.84,2.16,4.0,12.5,12.5,1.8,27.74,0.387,False
TXN_00005101,ORD_00005101,MERCH_0021,CUST_000552,2024-01-28,2024-01-28 14:08:48,settled,bnpl_4installments,166.27,166.27,161.0,5.27,4.0,41.57,41.57,1.61,38.9,0.49,False
TXN_00005102,ORD_00005102,MERCH_0006,CUST_001449,2024-03-07,2024-03-07 14:01:06,settled,bnpl_4installments,97.07,97.07,93.2,3.87,4.0,24.27,24.27,1.01,26.93,0.485,False
TXN_00005103,ORD_00005103,MERCH_0006,CUST_003052,2024-02-04,2024-02-04 12:45:06,authorized,bnpl_3installments,299.46,299.46,287.51,11.95,3.0,99.82,99.82,,,0.345,False
TXN_00005104,ORD_00005104,MERCH_0017,CUST_004370,2024-03-18,2024-03-18 22:54:32,settled,bnpl_3installments,50.0,50.0,48.86,1.14,3.0,16.67,16.67,1.59,34.58,0.468,False
TXN_00005105,ORD_00005105,MERCH_0025,CUST_000492,2024-02-06,2024-02-06 20:33:40,settled,bnpl_4installments,107.69,107.69,104.63,3.06,4.0,26.92,26.92,1.44,1.57,0.505,False
TXN_00005106,ORD_00005106,MERCH_0035,CUST_000123,2024-03-29,2024-03-29 08:48:57,settled,card,97.93,97.93,93.9,4.03,,,,1.81,43.99,0.421,False
TXN_00005107,ORD_00005107,MERCH_0034,CUST_003245,2024-03-10,2024-03-10 09:30:37,settled,card,283.76,283.76,271.13,12.63,,,,0.23,45.59,0.257,False
TXN_00005108,ORD_00005108,MERCH_0036,CUST_001048,2024-02-06,2024-02-06 15:45:31,failed,card,255.39,255.39,244.69,10.7,,,,,,0.201,False
TXN_00005109,ORD_00005109,MERCH_0012,CUST_004734,2024-01-23,2024-01-23 11:55:05,settled,bnpl_3installments,222.17,222.17,212.55,9.62,3.0,74.06,74.06,1.98,15.02,0.192,False
TXN_00005110,ORD_00005110,MERCH_0029,CUST_000112,2024-04-25,2024-04-25 17:56:22,settled,bnpl_4installments,185.83,185.83,181.7,4.13,4.0,46.46,46.46,0.43,47.7,0.318,False
TXN_00005111,ORD_00005111,MERCH_0029,CUST_001106,2024-02-13,2024-02-13 22:51:17,settled,bnpl_4installments,64.48,64.48,63.05,1.43,4.0,16.12,16.12,1.33,38.77,0.504,False
TXN_00005112,ORD_00005112,MERCH_0017,CUST_001345,2024-02-01,2024-02-01 19:26:50,settled,bnpl_4installments,241.98,241.98,236.49,5.49,4.0,60.49,60.49,1.24,10.29,0.7,False
TXN_00005113,ORD_00005113,MERCH_0005,CUST_001207,2024-05-12,2024-05-12 18:51:27,settled,bnpl_4installments,443.79,443.79,431.45,12.34,4.0,110.95,110.95,1.72,20.33,0.0,False
TXN_00005114,ORD_00005114,MERCH_0011,CUST_000439,2024-02-12,2024-02-12 19:07:58,settled,bnpl_4installments,50.0,50.0,47.54,2.46,4.0,12.5,12.5,1.26,7.96,0.473,False
TXN_00005115,ORD_00005115,MERCH_0015,CUST_003922,2024-04-08,2024-04-08 11:33:16,authorized,bnpl_4installments,167.9,167.9,161.54,6.36,4.0,41.98,41.98,,,0.522,False
TXN_00005116,ORD_00005116,MERCH_0023,CUST_004823,2024-03-08,2024-03-08 13:14:27,settled,bnpl_4installments,393.63,393.63,375.96,17.67,4.0,98.41,98.41,1.02,41.13,0.231,False
TXN_00005117,ORD_00005117,MERCH_0035,CUST_000394,2024-04-22,2024-04-22 19:24:55,settled,bnpl_3installments,74.89,74.89,71.8,3.09,3.0,24.96,24.96,0.73,47.47,0.5,False
TXN_00005118,ORD_00005118,MERCH_0011,CUST_003019,2024-02-22,2024-02-22 15:35:22,refunded,card,210.4,210.4,200.07,10.33,,,,,,0.082,False
TXN_00005119,ORD_00005119,MERCH_0020,CUST_001048,2024-01-17,2024-01-17 12:32:11,settled,card,111.79,111.79,108.46,3.33,,,,1.11,34.9,0.207,False
TXN_00005120,ORD_00005120,MERCH_0015,CUST_004125,2024-03-03,2024-03-03 09:42:35,settled,card,625.09,625.09,601.4,23.69,,,,1.65,17.04,0.191,False
TXN_00005121,ORD_00005121,MERCH_0024,CUST_002199,2024-02-23,2024-02-23 13:56:16,settled,bnpl_3installments,78.25,78.25,75.85,2.4,3.0,26.08,26.08,0.11,40.82,0.365,False
TXN_00005122,ORD_00005122,MERCH_0028,CUST_002085,2024-05-31,2024-05-31 08:02:43,settled,bnpl_3installments,56.47,56.47,53.98,2.49,3.0,18.82,18.82,0.4,37.32,0.51,False
TXN_00005123,ORD_00005123,MERCH_0019,CUST_003828,2024-01-27,2024-01-27 12:41:23,settled,bnpl_3installments,466.39,466.39,456.41,9.98,3.0,155.46,155.46,0.14,29.54,0.167,False
TXN_00005124,ORD_00005124,MERCH_0013,CUST_000629,2024-02-06,2024-02-06 13:47:09,settled,bnpl_3installments,279.27,279.27,265.81,13.46,3.0,93.09,93.09,1.73,8.04,0.284,False
TXN_00005125,ORD_00005125,MERCH_0010,CUST_003666,2024-05-30,2024-05-30 09:08:12,captured,bnpl_4installments,230.22,230.22,224.35,5.87,4.0,57.55,57.55,1.54,,0.647,False
TXN_00005126,ORD_00005126,MERCH_0040,CUST_004025,2024-06-19,2024-06-19 12:49:34,settled,bnpl_3installments,651.71,651.71,636.39,15.32,3.0,217.24,217.24,0.6,9.05,0.093,False
TXN_00005127,ORD_00005127,MERCH_0006,CUST_003693,2024-04-07,2024-04-07 18:39:46,refunded,bnpl_4installments,149.55,149.55,143.58,5.97,4.0,37.39,37.39,,,0.251,False
TXN_00005128,ORD_00005128,MERCH_0026,CUST_001690,2024-05-01,2024-05-01 15:57:49,authorized,bnpl_4installments,148.19,148.19,142.81,5.38,4.0,37.05,37.05,,,0.196,False
TXN_00005129,ORD_00005129,MERCH_0011,CUST_004009,2024-01-09,2024-01-09 11:42:18,settled,bnpl_4installments,206.12,206.12,196.0,10.12,4.0,51.53,51.53,0.51,31.59,0.698,False
TXN_00005130,ORD_00005130,MERCH_0036,CUST_004415,2024-01-10,2024-01-10 10:01:12,settled,bnpl_4installments,50.0,50.0,47.9,2.1,4.0,12.5,12.5,1.4,28.67,0.527,False
TXN_00005131,ORD_00005131,MERCH_0005,CUST_003890,2024-03-15,2024-03-15 14:43:10,settled,bnpl_3installments,135.5,135.5,131.73,3.77,3.0,45.17,45.17,1.23,3.56,0.369,False
TXN_00005132,ORD_00005132,MERCH_0035,CUST_000498,2024-03-20,2024-03-20 13:45:00,failed,bnpl_4installments,147.46,147.46,141.38,6.08,4.0,36.87,36.87,,,0.294,False
TXN_00005133,ORD_00005133,MERCH_0039,CUST_003171,2024-04-13,2024-04-13 20:54:04,settled,card,52.61,52.61,50.99,1.62,,,,1.94,35.76,0.201,False
TXN_00005134,ORD_00005134,MERCH_0017,CUST_002695,2024-04-05,2024-04-05 11:52:02,settled,bnpl_4installments,404.65,404.65,395.46,9.19,4.0,101.16,101.16,0.78,32.37,0.401,True
TXN_00005135,ORD_00005135,MERCH_0003,CUST_003168,2024-04-11,2024-04-11 19:40:12,settled,bnpl_4installments,50.0,50.0,48.95,1.05,4.0,12.5,12.5,0.63,39.03,0.22,False
TXN_00005136,ORD_00005136,MERCH_0021,CUST_004468,2024-05-14,2024-05-14 17:50:14,authorized,bnpl_4installments,97.29,97.29,94.21,3.08,4.0,24.32,24.32,,,0.39,False
TXN_00005137,ORD_00005137,MERCH_0018,CUST_001880,2024-03-22,2024-03-22 16:53:09,failed,bnpl_4installments,84.42,84.42,82.23,2.19,4.0,21.11,21.11,,,0.278,False
TXN_00005138,ORD_00005138,MERCH_0020,CUST_000097,2024-04-12,2024-04-12 13:54:14,settled,bnpl_4installments,363.94,363.94,353.09,10.85,4.0,90.98,90.98,1.27,7.14,0.195,False
TXN_00005139,ORD_00005139,MERCH_0007,CUST_004217,2024-03-11,2024-03-11 08:54:58,settled,card,276.89,276.89,268.75,8.14,,,,1.26,27.91,0.0,False
TXN_00005140,ORD_00005140,MERCH_0026,CUST_003609,2024-04-19,2024-04-19 09:45:55,settled,bnpl_4installments,166.82,166.82,160.76,6.06,4.0,41.7,41.7,1.6,32.01,0.259,False
TXN_00005141,ORD_00005141,MERCH_0033,CUST_000549,2024-06-01,2024-06-01 15:32:18,settled,bnpl_3installments,77.05,77.05,75.49,1.56,3.0,25.68,25.68,0.86,44.35,0.0,False
TXN_00005142,ORD_00005142,MERCH_0012,CUST_002285,2024-04-01,2024-04-01 21:27:22,captured,bnpl_4installments,103.86,103.86,99.36,4.5,4.0,25.96,25.96,0.82,,0.275,False
TXN_00005143,ORD_00005143,MERCH_0024,CUST_002144,2024-03-20,2024-03-20 12:16:58,failed,bnpl_3installments,55.52,55.52,53.82,1.7,3.0,18.51,18.51,,,0.262,False
TXN_00005144,ORD_00005144,MERCH_0035,CUST_001723,2024-03-29,2024-03-29 12:27:03,settled,bnpl_4installments,50.0,50.0,47.94,2.06,4.0,12.5,12.5,1.73,21.77,0.377,False
TXN_00005145,ORD_00005145,MERCH_0024,CUST_000541,2024-05-05,2024-05-05 21:34:56,settled,bnpl_4installments,1001.58,1001.58,970.83,30.75,4.0,250.4,250.4,0.42,23.49,0.343,False
TXN_00005146,ORD_00005146,MERCH_0014,CUST_003690,2024-03-20,2024-03-20 15:38:39,settled,card,314.44,314.44,299.72,14.72,,,,0.79,29.29,0.411,False
TXN_00005147,ORD_00005147,MERCH_0007,CUST_000128,2024-03-26,2024-03-26 19:50:35,settled,bnpl_4installments,50.0,50.0,48.53,1.47,4.0,12.5,12.5,1.87,20.17,0.144,False
